content_display_id,user_id,content_id,question_id,latitude,longitude,timestamp,clicked
157,106,688,1444,-30.74524930288044,-150.97026746629342,2019-05-21 08:13:07,1
158,998,1507,2009,54.622507901788566,42.57099170124175,2019-04-23 20:38:53,1
159,885,1275,639,35.012023888789656,11.456474860764786,2019-01-07 14:47:12,1
160,970,1465,6527,34.19940475390078,-160.45523205553104,2019-04-07 05:42:30,1
161,55,537,2295,16.709054263088532,14.183727016243807,2019-12-22 18:49:30,1
162,148,209,3659,36.89669388085548,-151.93856764989383,2019-10-28 17:29:45,0
163,216,1773,8311,69.38881274294741,59.515916306233805,2019-07-10 01:07:25,1
164,661,370,4803,28.99198946012403,38.509292947265635,2019-12-05 14:11:57,0
165,191,1540,882,-24.656565158752258,50.68515207942312,2019-03-24 13:40:05,0
166,16,1685,8997,28.405890724988836,69.065134991798,2019-07-09 16:14:15,0
167,551,493,2122,-16.281320858709833,0.5314080620581763,2019-07-12 21:31:09,0
168,287,84,7580,17.3922764429108,-26.893786060210374,2019-04-27 19:07:17,0
169,465,1767,3400,60.95578639491964,175.4769580144614,2019-05-05 17:07:57,0
170,428,1924,3977,-46.99884114732429,-154.70920450517139,2019-08-19 23:12:39,0
171,227,1710,1154,35.88696529224758,86.2716469930354,2019-04-16 05:41:57,1
172,967,1974,3457,23.813997841457876,-165.70194890921792,2019-04-21 12:16:51,0
173,840,1222,8861,12.529160991853672,-65.80894713712587,2019-10-18 02:22:08,0
174,343,1992,2538,-32.920211112758594,-107.56404234798771,2019-09-17 23:31:53,0
175,316,1209,8775,32.8971293514289,72.87802050204365,2019-06-22 10:29:53,1
176,879,132,4877,61.73558059634158,66.15801992462045,2019-03-04 02:51:41,0
177,805,1862,9634,50.99060088776969,-39.71910419290671,2019-10-31 08:41:51,0
178,221,641,854,67.33966608446096,74.95930299713132,2019-01-02 20:49:14,0
179,853,321,7589,2.479146144053516,-40.902513131177955,2019-11-03 19:35:51,0
180,591,1499,8455,12.448270883981579,-13.037369636799923,2019-01-12 21:42:17,1
181,439,590,7018,42.783008363869584,72.87492312842062,2019-07-04 08:31:30,0
182,145,121,8111,70.89558795721126,73.67953631520629,2019-05-21 15:08:39,0
183,646,47,1772,22.548248303503797,18.891210294464173,2019-09-21 11:16:11,0
184,516,491,6041,-59.981165629032674,-42.32505600131228,2019-05-22 15:03:14,0
185,315,1522,3434,20.530958609134515,-108.33870605408863,2019-12-05 03:50:42,0
186,509,226,2891,-16.45820054693357,-173.12998609354145,2019-05-02 17:35:24,0
187,766,886,57,2.477074769898593,-164.49852855702147,2019-11-09 10:43:56,0
188,608,178,8458,-89.81705771341166,49.23404993458519,2019-05-06 09:06:23,0
189,371,1186,1743,8.794943553773933,-82.28660554763297,2019-12-14 15:25:50,0
190,206,612,1673,32.33697606444947,-153.28457263393568,2019-04-02 08:35:46,0
191,256,1242,7162,75.51486559042507,26.996707001989222,2019-10-04 11:36:56,1
192,570,1293,7862,5.190795983414176,-22.167002141074818,2019-01-12 02:07:25,1
193,529,318,3280,12.062295324918807,-82.07889645516128,2019-04-04 01:35:18,0
194,206,1578,7038,-60.20455689327326,26.180168136002123,2019-06-04 02:23:43,0
195,701,691,1194,-33.9763467129691,-115.78285178436008,2019-03-14 21:35:19,0
196,969,1421,1096,-58.047085737355395,-52.25431374337005,2019-06-16 09:17:43,0
197,656,1881,4744,75.70343179909474,-110.13462455490084,2019-09-02 06:41:54,0
198,834,1401,4631,61.013301368420684,-116.9373742792267,2019-10-20 17:08:08,0
199,268,1430,6748,-83.73795243620616,12.885284698107398,2019-12-24 17:03:04,1
200,783,613,5149,-52.769029415523555,-179.58692647960177,2019-07-31 03:44:38,0
201,717,1621,9363,27.604385462381444,178.4387088225044,2019-04-20 07:26:10,1
202,295,976,2661,29.77066665069907,164.92819255556134,2019-12-20 07:09:51,0
203,604,452,762,79.30341327501907,112.36047871584077,2019-03-10 13:22:44,0
204,326,879,7372,25.094428909656273,79.83871657493842,2019-01-10 11:09:41,0
205,270,947,5157,-12.297447620380979,-102.0526641844467,2019-03-17 17:54:02,1
206,231,983,5079,73.00524672862855,33.34509111818156,2019-07-29 20:48:40,0
207,237,655,4376,9.603175853442764,146.339128859094,2019-03-17 15:48:35,0
208,785,784,1346,46.244224181143096,-156.7695988979812,2019-11-08 05:09:00,0
209,404,270,2531,23.685396767526044,153.43324324808685,2019-09-10 11:26:04,0
210,886,103,1750,-7.443424374652693,107.92095527060542,2019-05-27 17:47:20,0
211,313,940,9826,23.941802679297354,61.76097476737479,2019-01-07 02:49:06,1
212,669,1365,1287,41.435937262700435,88.1719512725781,2019-12-31 16:30:06,1
213,762,911,6931,73.02826025563152,139.1824667301488,2019-12-29 18:23:58,0
214,467,1301,2600,57.02755020385777,-158.40210163258666,2019-01-31 13:28:29,1
215,337,100,2915,40.42718833862179,-116.40899762719175,2019-08-10 20:40:32,0
216,960,550,2617,-35.72823200112608,-157.2549940750036,2019-10-29 09:10:00,1
217,789,1728,2907,18.926679540199757,89.77604918294048,2019-08-12 03:11:54,0
218,142,1493,9581,60.98883294060073,-143.50095148595247,2019-10-05 09:05:42,0
219,771,1193,7236,1.789798517230821,121.76516615038508,2019-04-06 01:20:03,1
220,96,1887,857,-42.00080501430639,120.89345336048353,2019-08-01 06:55:53,0
221,830,768,7373,66.80837957610609,25.559386358881426,2019-06-28 19:33:49,0
222,404,1268,584,69.05116345513085,-8.100899112237926,2019-11-30 01:40:12,1
223,551,286,8456,-20.049537774402296,-123.31546817246164,2019-12-09 20:35:47,1
224,798,1474,1938,70.4773292916378,-131.9994636852044,2019-01-26 17:37:37,0
225,684,881,5060,-46.391833379392935,165.04173746662667,2019-11-02 22:00:06,1
226,285,1920,1666,61.184951041323245,48.815994731038245,2019-07-16 09:34:36,0
227,216,260,3183,47.054326504227674,150.59949266901975,2019-12-31 11:44:16,0
228,700,1361,6047,-55.80723640819056,-141.17352402024224,2019-08-22 12:11:29,0
229,843,990,4319,57.59181507582883,-43.29205579971389,2019-09-05 03:21:32,0
230,460,1134,5265,-80.02161960925963,118.84850093338542,2019-07-29 00:42:09,0
231,71,8,9501,-76.17840742992634,-178.79116561808587,2019-02-27 08:04:57,1
232,253,1770,6829,-84.31375086110461,-50.8138269527133,2019-07-15 19:47:17,0
233,877,120,314,-8.760256271378069,-125.38373717836194,2019-02-23 02:51:04,1
234,926,826,3167,-9.854080928656856,-28.39633046771658,2019-03-23 05:45:34,0
235,824,349,9115,-20.938124805678157,178.01819094939714,2019-03-27 15:19:58,0
236,618,330,504,21.205421597746778,165.42926803067155,2019-01-13 16:32:19,0
237,997,1196,4670,3.9365262046319884,-59.63019250549954,2019-03-14 08:35:32,0
238,754,712,7900,-85.24802785729156,-67.78045402401605,2019-10-13 14:41:36,0
239,696,262,996,12.227626869002705,17.41178776279682,2019-11-01 17:22:12,0
240,194,8,4023,-18.264577367761945,78.27492133625282,2019-11-04 21:41:36,1
241,397,1160,3646,74.81245563809435,24.642163353074864,2019-02-02 23:10:05,0
242,244,581,6762,40.46065682071381,-165.1601312552683,2019-09-29 03:00:24,1
243,312,1793,9324,58.882497442722524,-169.0486008123304,2019-05-18 04:00:47,0
244,495,556,6876,7.695512295497721,-71.68413935141928,2019-03-03 21:37:32,0
245,944,1611,9366,72.879572054487,133.92294408140265,2019-07-02 03:43:09,1
246,685,284,212,48.469364657890395,9.72143123233758,2019-03-29 18:53:57,0
247,844,1128,1944,5.541142601583431,-56.920381595911905,2019-02-22 23:14:30,1
248,318,790,1369,67.95044243762896,-60.04177777038559,2019-03-04 09:56:55,0
249,322,29,6147,-38.62084748110782,-130.77681022601644,2019-01-26 02:57:56,1
250,594,1471,3959,7.300005260778349,-22.26873601444234,2019-09-02 15:02:42,0
251,40,1801,6513,85.77453831826838,-39.148881930430804,2019-02-23 15:53:26,1
252,645,1439,1454,-59.26826329809907,91.79131896335474,2019-06-21 11:36:05,0
253,319,715,7040,44.49641910687623,10.867646339374318,2019-12-29 04:57:20,1
254,990,422,115,8.888845846518706,-161.76520663544855,2019-01-03 13:10:19,0
255,1,1137,9407,-80.3907535317348,3.16206796432067,2019-02-09 03:02:06,0
256,179,765,2169,-43.12360298622448,67.47752812772677,2019-06-21 20:33:06,1
257,155,1271,2777,-54.79331246003262,-69.10342613968645,2019-12-05 02:53:59,0
258,551,402,6101,26.5367834677443,126.37709691490295,2019-04-01 03:54:28,0
259,525,792,9939,-69.53329645974853,33.24387942908734,2019-01-13 07:12:52,1
260,115,141,1635,-30.783471832300094,2.2133840075910314,2019-02-03 16:28:58,0
261,495,526,6737,74.91144780539727,86.09197830583088,2019-10-31 00:16:03,0
262,891,8,9690,70.40153112247461,-100.9691542737469,2019-06-28 14:14:18,0
263,119,205,9214,-20.22850397255715,-25.09865504139671,2019-11-17 06:33:06,0
264,417,278,5066,-23.217630199499283,-65.17018936789825,2019-01-08 17:00:05,0
265,43,1740,2574,8.321592899118272,-51.719644316593644,2019-01-13 18:15:25,0
266,528,1856,514,-17.635380333008996,-79.09221480017868,2019-08-03 15:53:37,1
267,151,1452,3993,-87.88781739607425,92.44088924915167,2019-10-13 00:21:40,1
268,525,414,2824,73.14194306596016,128.11703358516866,2019-10-04 15:41:17,1
269,244,1555,4427,39.926292576853996,156.47470622848186,2019-03-27 12:00:46,1
270,826,259,3351,40.27348644321316,87.05210736579807,2019-12-28 01:46:00,1
271,796,764,5003,45.94126945300127,126.4081923539016,2019-01-20 13:39:19,0
272,233,160,8127,-77.29456598018977,-100.30980985013917,2019-11-26 02:42:06,0
273,894,1344,572,34.814081865869056,164.6166634760899,2019-03-25 22:55:24,0
274,846,1546,643,17.51466570589895,-161.06989721219787,2019-12-04 14:26:58,0
275,457,1123,2065,-49.94063074584118,-155.23855688384836,2019-03-10 01:28:55,0
276,903,1761,5269,17.028935945727085,88.0817941726205,2019-01-27 00:38:37,0
277,431,635,8011,-88.68991447794517,-125.05419445198291,2019-07-14 10:14:28,1
278,744,1292,8994,28.697070218310714,-38.574302420219055,2019-05-20 08:47:27,1
279,711,559,8058,77.11180204460481,80.32127448850093,2019-08-24 12:00:08,0
280,781,1042,9017,-79.26194986974933,-126.97186860327531,2019-10-25 08:44:25,0
281,931,1862,5960,-68.77055888982494,-55.99773014606714,2019-09-04 06:24:56,0
282,589,624,3941,65.61684567647958,51.493222698343374,2019-10-12 09:39:17,1
283,336,392,8600,-82.72830717435019,-87.83564399458234,2019-11-13 15:27:51,0
284,936,1786,4093,-39.55276064056466,-81.71857642399999,2019-07-27 01:03:07,0
285,1000,696,3500,-5.581649252000432,-165.1259305933049,2019-03-26 03:03:02,0
286,275,1224,1140,-89.0170131432395,-57.199221971024826,2019-11-30 16:43:34,1
287,378,731,1408,-57.127386127933136,-11.484452604921557,2019-10-10 08:37:39,0
288,496,1722,6277,53.84392878831571,-42.03269721318782,2019-11-29 21:42:45,1
289,81,1559,5113,78.9839702064244,148.75919543788018,2019-07-06 13:07:27,0
290,355,658,352,-26.020124697711033,-109.39653903453225,2019-08-20 06:31:47,0
291,251,179,8124,-52.589953210166634,38.51230617917187,2019-11-28 02:14:57,1
292,879,1579,3549,51.304440084992166,-158.4994174177259,2019-07-06 05:36:55,0
293,510,1792,7405,-70.17319115253673,-159.46319759936054,2019-08-23 07:40:09,0
294,54,239,541,-23.265482242158697,-171.7189784818462,2019-06-25 09:27:16,1
295,631,598,5631,-22.942354292124378,122.62338479039232,2019-06-10 02:06:11,0
296,714,1138,1266,71.43249758859778,130.66752827029217,2019-04-27 14:41:30,0
297,560,1342,5908,38.88474166612511,168.98412959522784,2019-11-27 10:42:19,0
298,61,1415,5711,41.02157307218701,-0.3771789293844279,2019-04-09 21:29:38,0
299,884,1472,2165,13.474237259021209,-88.97646959190337,2019-09-26 03:23:16,0
300,176,1938,4141,-47.201132255374446,-146.30077732743644,2019-04-28 23:13:12,1
301,706,1700,3686,-71.48344369454541,-1.0477897185367055,2019-05-06 05:22:44,0
302,717,580,4094,-79.61045376700481,63.76293577811376,2019-04-30 23:51:33,1
303,485,1886,1793,-52.6613104832527,-168.38255875169537,2019-12-11 02:37:20,0
304,412,1361,1192,57.622638748494495,-132.56088132934758,2019-05-02 22:59:22,1
305,871,117,2394,82.18495001910662,-129.50205752779823,2019-02-10 10:01:55,1
306,679,1764,8210,37.205903023834196,158.94933922923622,2019-03-29 19:13:21,0
307,868,1605,5690,30.68015551258,-40.0462261022912,2019-02-11 21:01:37,0
308,460,1889,6529,-67.70218418247583,-49.52697243599292,2019-09-09 17:52:25,0
309,777,1137,7789,54.06529434625776,-142.45293367716508,2019-05-08 22:51:03,0
310,635,1669,5773,51.73053983945894,1.146035501529468,2019-10-18 06:06:07,1
311,333,1132,4531,65.77617598194735,88.40767597791057,2019-11-19 17:35:34,0
312,709,1096,2813,-16.53615325685695,-30.067336730010595,2019-12-19 21:45:04,0
313,617,1675,307,62.279850591005356,1.8440585174936643,2019-08-01 22:58:06,0
314,173,469,8797,-59.153642382879084,-160.9063944953121,2019-11-10 16:01:56,1
315,542,527,9636,9.318875644323427,-32.411949373490074,2019-11-17 07:44:58,0
316,198,760,2362,66.78455895334048,56.02653874318884,2019-01-06 22:55:30,0
317,674,1644,2068,-14.29352683325105,34.027560795987455,2019-03-30 11:27:10,1
318,616,1960,5911,-83.87667365039943,-119.13362167158074,2019-10-10 02:53:05,1
319,992,1453,2088,-51.077311198751815,-28.088819754967915,2019-08-31 02:23:19,0
320,690,332,8070,-74.59820998309158,-41.95154294492312,2019-01-03 09:54:35,0
321,257,1025,9807,-16.382778220392538,-103.44257502508759,2019-06-01 23:41:51,0
322,506,795,426,62.385718945667634,37.703659741181696,2019-09-10 10:14:21,0
323,88,1615,8832,-0.6350113798091428,74.34808325901506,2019-08-09 04:18:23,0
324,575,44,8026,25.612567038924183,-84.22276067626386,2019-05-21 22:27:46,0
325,173,1747,2474,6.074062848982678,-12.48472447391319,2019-01-23 15:14:51,1
326,81,322,3412,48.12317635151783,-135.23471352327192,2019-12-27 13:11:02,0
327,375,1205,4130,15.023368922299042,151.0788448477856,2019-02-19 22:56:58,1
328,131,1645,6604,84.0592210106071,-35.168133459652466,2019-01-25 01:40:07,0
329,320,495,4117,-48.84813195171962,151.07614551278562,2019-12-07 00:18:21,0
330,895,1796,3864,19.486273500748325,-6.117935972695136,2019-11-30 14:43:25,0
331,266,1959,9311,59.88094102098506,-44.47752626729783,2019-11-26 17:12:41,0
332,838,740,3802,-52.173260894933485,-5.915194808769968,2019-02-02 13:27:06,0
333,37,1078,7805,-3.9347097156752255,135.6260784670302,2019-02-02 04:48:41,0
334,75,735,6191,60.01911860526289,123.81100963884717,2019-01-15 09:13:16,1
335,426,424,1539,81.00790587339944,3.1990054933345107,2019-03-18 16:27:43,0
336,616,948,3811,-74.83502419866244,38.48894326210373,2019-12-01 11:30:17,0
