page_view_id,timestamp,user_id,content_id,latitude,longitude
54,2019-04-07 19:23:50,772,620,-1.2087740920675714,150.04510291744026
55,2019-10-02 20:46:39,571,521,-51.67841158161953,90.27327577295017
56,2019-02-06 17:07:40,588,1875,14.941229759063773,118.86797913961311
57,2019-01-28 19:03:38,477,532,43.38226440101039,-92.27495232144094
58,2019-01-19 18:48:21,138,1882,-12.729090602069306,7.121108609897675
59,2019-01-31 21:07:26,114,1350,-67.8152231866402,148.28206403628815
60,2019-11-06 19:40:43,160,509,7.786464541819058,145.94691569533575
61,2019-01-30 19:15:45,278,976,80.0921616952738,57.77245585587022
62,2019-01-24 05:10:28,835,1165,-0.34198693480404074,-1.8876142958330604
63,2019-01-16 11:11:13,575,1986,-30.467574844769338,-95.72469708706528
64,2019-07-18 02:39:45,992,1486,69.89716186255288,-6.67915737996654
65,2019-07-09 17:02:32,432,151,29.43017439738965,-43.55342742410846
66,2019-01-01 02:41:18,857,1666,46.23715290871013,-2.1760045033988717
67,2019-11-30 12:55:38,584,645,6.296221327082705,152.05345308600693
68,2019-10-16 20:10:46,832,530,89.15687304152749,-25.775114349737237
69,2019-12-13 19:24:30,311,961,45.82606499024797,-16.959444542091205
70,2019-09-02 13:29:30,286,776,-46.50847203402503,162.4425988433776
71,2019-07-15 04:49:14,107,340,-28.239332184057886,-92.58119274433653
72,2019-11-16 21:10:55,302,1851,33.050459166433725,-81.74134864783836
73,2019-10-19 17:36:24,83,578,-19.810038439271324,5.096793588940699
74,2019-03-06 21:22:59,978,1238,-55.581916798937144,-37.925571258815864
75,2019-11-11 14:18:32,33,1385,6.480841809253988,-55.974332730140986
76,2019-04-05 05:43:05,917,1058,75.32809521261777,-55.72591091421654
77,2019-09-04 01:14:08,516,513,-38.876678204751606,-17.499475757647133
78,2019-09-08 22:19:53,881,347,33.655893124524354,2.1154230151163915
79,2019-02-13 22:36:11,355,462,-61.384535667714886,-80.19313621222304
80,2019-03-29 09:10:07,795,1810,-85.59439847758372,99.3371091129456
81,2019-01-02 22:02:17,906,548,-73.10612380745856,-171.73215716082774
82,2019-02-07 05:50:04,218,286,87.4924546564643,79.89657451075448
83,2019-11-19 14:10:53,578,132,-8.601929876832926,32.83492747601093
84,2019-04-26 20:12:54,126,532,-45.16026996476591,-105.69855030110249
85,2019-07-04 12:58:10,266,1123,-6.822890938142464,113.93170573416512
86,2019-11-02 00:15:01,59,471,39.841648313451174,-80.46386872645313
87,2019-07-11 23:30:28,721,1203,-71.2648510895972,19.024547124958957
88,2019-06-30 11:59:37,922,794,14.88179511932907,-176.01200218300954
89,2019-01-19 14:16:59,849,1216,-49.22075535333323,34.518442973633285
90,2019-01-14 04:44:02,2,1171,58.700124688637516,-49.13251796395801
91,2019-03-24 04:59:29,810,264,-50.557818867678975,-22.476477616304436
92,2019-12-26 05:18:33,263,1924,21.836982856521814,144.3109679483365
93,2019-08-09 22:35:57,911,155,-27.291955317614267,-14.494654678796365
94,2019-06-04 18:32:30,936,340,31.151742212834918,110.58311373099224
95,2019-11-18 03:27:13,627,1709,-36.36984916161551,162.65668542555068
96,2019-06-20 20:34:01,107,625,31.828603143197867,-120.94858397735203
97,2019-04-23 10:04:20,867,361,-88.44379697759683,81.09249681047913
98,2019-01-05 05:14:59,282,27,-27.33404057975389,84.10746264674322
99,2019-03-26 18:15:29,55,1685,7.4776717428090365,36.14914609879048
100,2019-09-29 16:26:18,878,1352,-45.798344101484936,-142.60191753404416
101,2019-03-21 02:02:47,825,1573,13.445138993187555,168.65056674978666
102,2019-06-07 21:17:53,162,1166,82.55653563882689,62.36413598168551
103,2019-05-02 04:52:19,944,633,53.13186134514967,-171.14585187181981
104,2019-04-10 06:51:08,537,487,19.733411319580455,-58.81329782872881
105,2019-08-11 06:15:57,122,958,30.052450097870334,28.928481637278367
106,2019-01-26 03:32:12,403,1982,-20.762587762242845,-176.66909673665725
107,2019-12-05 16:29:50,696,1208,-43.07480891012305,99.36049628917249
108,2019-01-21 06:50:23,143,1742,-46.23475021571152,19.444698679886073
109,2019-10-09 05:35:52,540,1934,34.04561249402555,3.124998227561008
110,2019-08-15 09:17:42,302,708,-19.30726308561296,129.89719073419337
111,2019-11-19 09:49:29,230,833,27.73708898327716,4.129304294247589
112,2019-09-12 01:16:27,138,1725,-5.99664103997398,-108.84968657245136
113,2019-06-07 22:59:53,262,1728,-1.6926869281960535,57.16950279564833
114,2019-04-27 08:28:28,817,324,37.41716189754317,178.66647305399505
115,2019-10-23 07:07:40,999,705,42.62327110745329,-127.5366458411597
116,2019-08-10 12:56:28,98,1896,39.824712195312514,92.55891329445865
117,2019-06-06 23:02:15,969,223,-44.345495768298676,68.98800092149233
118,2019-01-19 09:45:31,844,1725,-79.87958098501505,-127.50629708797246
119,2019-05-28 06:55:46,166,584,-49.895437025160554,179.44866346661416
120,2019-03-07 12:08:22,522,1108,14.108344938876243,37.006740691424255
121,2019-09-13 17:50:33,900,564,61.02841846381364,-130.84394339324547
122,2019-07-05 03:38:59,409,1760,-36.52087338260524,-123.89969961640706
123,2019-11-13 16:09:39,127,1118,-87.01486135960835,64.42720720094403
124,2019-12-22 07:18:59,541,454,17.339571765742193,-136.42945522358178
125,2019-01-12 03:10:17,551,67,-58.298022963151965,-52.16067030154737
126,2019-04-27 18:17:52,53,1724,58.428416102479645,-51.771595669907384
127,2019-09-05 14:50:17,661,1975,-15.472313792286556,-63.36938813678819
128,2019-12-14 03:02:12,645,1334,27.740364203292714,16.530596356365777
129,2019-07-08 15:00:40,658,1971,-33.92747643341372,57.12619406047838
130,2019-11-16 23:14:09,492,755,9.661779678871213,-59.27314034168474
131,2019-05-30 04:54:02,543,959,-39.705435413055135,60.59368117222061
132,2019-03-18 14:57:36,379,263,19.383179791607887,-66.9332992878013
133,2019-09-16 03:46:15,997,80,81.80381470079487,18.911049106728825
134,2019-02-15 02:26:16,254,866,25.62560292647632,145.17822417970643
135,2019-12-12 23:23:30,805,1023,-35.11813218320487,-8.347519852240623
136,2019-09-04 22:13:17,385,839,80.26731324324001,-105.02205828765639
137,2019-06-05 01:15:57,890,1690,73.02185400140772,-174.97374669769752
138,2019-05-20 13:07:38,208,1428,-77.3841458110117,-99.51824246980823
139,2019-05-23 05:06:23,647,104,75.29837268704546,-59.20615479675871
140,2019-07-01 02:51:36,554,204,76.93672767045916,36.17382625614579
141,2019-09-08 17:47:10,928,1475,26.05647297214648,-31.676737827348887
142,2019-08-08 22:30:56,111,1758,-76.8551493081959,-122.76423479221049
143,2019-05-17 16:48:19,622,582,-79.59747908498052,78.78754761699622
144,2019-11-27 04:33:38,503,1105,-74.94632472770623,-125.26192348842187
145,2019-12-02 07:15:03,669,166,0.8223437404174803,-62.57953630275506
146,2019-02-25 02:49:47,367,566,-55.22539274712182,-105.20740772234079
147,2019-01-15 03:00:46,389,101,-0.9816019495643076,10.975681650123022
148,2019-01-11 09:22:17,230,902,-77.17873629644436,-35.595652246867814
149,2019-10-29 08:26:20,658,1718,-60.476816912710504,168.16613394961183
150,2019-05-17 00:57:42,357,1096,-33.769614496369236,-147.26024496589187
151,2019-05-11 16:38:44,716,890,-27.28170529805007,-79.08607516033888
152,2019-10-06 18:30:52,87,646,87.98553783711083,53.97840525105943
153,2019-10-24 09:56:12,179,824,-41.29834039862849,-150.8581970197883
154,2019-02-04 09:05:52,313,883,-66.03315473483993,116.59906403090298
155,2019-12-23 02:12:33,717,717,20.982488326444013,34.54576607908939
156,2019-08-23 14:17:57,127,638,-21.343513395497922,152.11532037484528
157,2019-04-17 09:57:46,838,1093,-27.554732247559045,-95.17638674004593
158,2019-02-17 23:41:54,566,929,-85.63649891916681,-4.176266143516358
159,2019-05-29 16:20:49,702,1535,82.21556590176206,-43.289837777458104
160,2019-02-25 19:19:09,70,617,20.996731630843485,130.53321768462752
161,2019-07-14 20:54:27,828,499,19.61521577010518,24.549468426046275
162,2019-01-17 02:33:56,882,566,-77.97149633610742,-120.90335575793509
163,2019-07-05 22:21:51,461,444,20.58907315572955,-74.50548460103994
164,2019-02-26 20:25:53,67,893,-82.570467430588,-69.26973091806535
165,2019-11-22 17:49:40,941,1909,59.99421778659902,-96.2817821115718
166,2019-09-16 01:26:31,324,1091,-29.160759197249575,43.446933786355316
167,2019-08-12 13:55:18,833,739,72.4208750464245,31.931534204607573
168,2019-08-16 00:40:55,595,1814,70.72243895222854,-96.52144845126256
169,2019-05-16 08:18:15,718,646,19.652351903069018,160.99972074474027
170,2019-09-26 19:31:11,133,1582,-79.62901160576511,-121.49852811995908
171,2019-10-20 10:15:20,611,808,-0.02796581555503508,150.91125711183537
172,2019-09-10 01:17:14,27,147,-1.1360460655653242,126.32477356964154
173,2019-04-22 07:27:33,769,1215,-79.62912214497558,-18.64346601821657
174,2019-05-01 09:18:25,330,1608,66.72862524398724,-94.30186326462342
175,2019-05-11 16:10:01,635,402,-43.612289862855135,-121.37513461788183
176,2019-11-09 09:44:00,172,686,-53.690871427887224,-157.35109256356742
177,2019-10-06 22:16:30,622,1042,-32.29451374661291,97.77376802228503
178,2019-03-13 04:21:13,328,398,9.816042452082726,155.92979433377548
179,2019-08-17 02:43:11,344,1601,66.5467871795363,4.255069981202581
180,2019-03-05 20:50:51,168,135,66.02703657732263,163.41028564404132
181,2019-03-14 11:16:39,24,1791,46.86934730652911,23.284270541382767
182,2019-10-16 19:41:02,332,1288,25.996921433486307,-46.77268868348145
183,2019-11-24 01:58:33,124,1311,-58.69325851535933,128.1221142366831
184,2019-05-02 12:45:10,264,1916,-27.484193819327423,102.62296455155939
185,2019-03-05 05:44:06,851,1127,-4.449157393243652,39.758263057890304
186,2019-02-11 23:58:13,823,1078,-5.871693476618219,-108.03185716673757
187,2019-09-14 22:22:15,326,428,-47.56802525258718,-78.6370773017401
188,2019-06-23 09:43:58,215,1804,-49.56004408520694,-176.2001122372086
189,2019-12-11 15:37:20,680,545,66.24889449424211,63.09689994098031
190,2019-10-10 07:05:50,920,594,-11.244290849522983,-67.24215721601675
191,2019-02-24 14:50:50,465,1963,-2.7915141613659387,1.9756931134577371
192,2019-06-09 09:47:16,575,540,-36.628259729029836,-70.66276579961453
193,2019-10-05 21:23:03,502,211,-8.197862605138027,21.085246552043998
194,2019-07-30 00:06:46,865,1704,58.396194806238526,-38.366684907658936
195,2019-09-29 09:37:02,839,1991,66.71602900730281,19.98269735005104
196,2019-08-13 11:53:04,458,266,37.695506876542126,140.3505696915406
197,2019-02-05 04:27:55,306,1148,-41.484866174070575,-41.62042961169453
198,2019-01-29 12:55:38,337,1845,66.24896701065182,-78.41997296658785
199,2019-03-15 12:12:24,820,59,86.24519234288613,109.98345041727896
200,2019-03-26 20:01:46,45,1804,-70.25331441329617,132.99102902299893
201,2019-03-28 15:03:43,66,880,8.22699379458787,62.0598807225596
202,2019-01-26 03:36:31,460,75,89.30669373795234,-46.14589917908509
203,2019-04-27 00:30:27,102,1448,69.27863196246435,-117.68653316915011
204,2019-06-25 10:04:10,472,943,6.3047264271990855,140.99609898774548
205,2019-06-16 15:09:12,517,865,5.931960676121065,-25.077351211190717
206,2019-01-31 14:13:19,68,1070,-18.161067261812235,-101.89898259082864
207,2019-12-08 03:34:45,806,761,27.094153492298148,34.39589110530673
208,2019-09-23 03:23:02,480,1224,-44.54024415157938,153.6710813239393
209,2019-05-11 21:30:17,942,1297,-26.56209580456943,8.255551854457366
210,2019-06-07 05:34:01,826,892,76.27408122302876,151.59717354557074
211,2019-12-30 11:28:07,946,687,-40.332969791632756,99.28748742550454
212,2019-05-18 19:26:22,990,27,87.84955568887949,168.0987171399343
213,2019-05-05 12:11:53,781,1148,-46.396906848651604,-145.5236558104814
214,2019-09-04 08:16:03,282,1142,68.05424116911507,161.46963170836722
215,2019-01-22 04:21:34,41,689,83.5963986460942,-11.267419577518751
216,2019-08-26 14:49:03,130,1902,17.167666184923775,148.14636000289607
217,2019-02-12 23:53:03,556,1471,-30.131005515568155,-41.01358185186527
218,2019-04-20 12:45:30,869,1900,15.886584253758286,-149.06067706048435
219,2019-11-20 01:59:55,273,991,85.69113276483952,-147.03206956957433
220,2019-12-02 19:32:14,414,1969,23.61316098743552,127.38211003822153
221,2019-01-10 21:07:23,61,1069,16.160992989748863,-46.425581241469104
222,2019-12-14 00:54:11,991,1241,-19.64418284240817,-95.53593060814771
223,2019-08-30 12:53:41,780,1615,-5.286430657580254,-152.30687644814824
224,2019-04-14 23:21:13,990,1385,38.779249074432784,-69.5938911487577
225,2019-06-15 13:10:17,782,365,-32.86708160228098,175.33237282754567
226,2019-10-08 15:51:01,700,279,5.497912909263505,-127.6688679564747
227,2019-08-28 01:10:50,767,1173,41.18068802418733,82.44233257634477
228,2019-04-26 12:19:10,72,1365,50.19080809439987,-52.654584829070316
229,2019-02-05 13:47:05,941,340,-83.53488486242054,-150.1480071992895
230,2019-09-09 16:01:53,542,1082,13.132300129056702,-139.78132446581094
231,2019-07-17 18:41:55,959,565,-6.098969977813297,50.13042087086674
232,2019-06-07 14:07:20,943,1157,-77.13549396750946,-40.7643460068837
233,2019-05-02 15:48:25,310,440,31.6113079627755,-3.937052602875781
234,2019-09-18 05:50:04,756,1108,-40.28887359561104,-46.88884238036863
235,2019-01-06 00:28:54,165,820,-88.1421276105466,10.284913647298367
236,2019-10-01 21:36:27,190,1010,36.647055533855024,-70.19508597322988
237,2019-02-19 09:52:43,446,1175,-28.137151553749867,162.94137358122396
238,2019-08-18 12:12:17,130,1210,43.48511581390042,-8.481418187732515
239,2019-07-22 14:39:14,950,749,-8.887875466225978,68.57251254054367
240,2019-04-11 21:29:51,285,1769,39.3708149638212,-138.74166943581417
241,2019-02-08 06:02:46,122,757,-80.09216197074781,167.60852343903997
242,2019-06-04 20:14:48,841,953,24.70541923268395,-125.91872651254218
243,2019-11-14 09:01:44,475,1162,0.5376316897006745,26.228928444703627
244,2019-02-17 00:26:06,565,692,-4.358155929016917,-147.90198029278082
245,2019-01-22 10:50:08,731,1358,-8.167380342731533,60.51865636077804
246,2019-06-04 07:18:13,920,1649,-28.016267113555756,151.51091752963725
247,2019-06-11 15:18:07,258,788,60.736875945272686,-101.67968563149407
248,2019-08-02 22:36:14,823,718,-80.11240208524747,120.69687731284608
249,2019-05-22 10:36:25,119,901,-13.508762634019547,118.6009674521842
250,2019-10-27 05:34:43,261,639,59.193825306529334,-143.7488048192829
251,2019-11-28 14:12:19,340,675,-35.75398970227687,-45.886669598384145
252,2019-04-27 23:21:43,74,1348,-84.10183362073201,-128.59017349891496
253,2019-08-01 22:11:12,22,454,-10.398318695446534,-53.294467421818354
254,2019-02-10 13:34:48,857,154,-52.55174824747593,-78.30583916153422
255,2019-06-23 01:59:50,993,1494,-65.01380378443758,-142.87886855146752
256,2019-02-20 21:40:49,164,279,-8.179223734423047,-62.778625504537686
257,2019-07-01 08:14:21,188,612,-86.09450986536855,10.551775543959906
258,2019-06-18 04:38:11,776,438,41.428137748988235,-8.909613519703043
259,2019-07-16 19:53:15,477,646,26.793843296070165,104.62509945468196
260,2019-01-22 22:28:39,711,1584,27.82487133585549,-66.57330893804827
261,2019-06-19 10:20:25,353,1955,85.60018124120634,25.339978737755928
262,2019-11-23 21:56:49,383,679,55.93928693382409,-139.69194677713656
263,2019-09-11 20:06:04,713,1381,-49.867710610423856,60.2951298275936
264,2019-01-05 07:45:42,779,768,-14.642005685214585,116.87663897590346
265,2019-10-24 13:55:12,621,1347,75.45462583089494,19.792956434459626
266,2019-02-05 14:54:37,492,58,34.93529574324235,15.191156965992917
267,2019-10-25 01:24:43,496,752,23.507399830680328,36.65499931540339
268,2019-07-18 11:59:48,492,1107,3.7703579187136995,-18.748189983208817
269,2019-02-23 01:08:28,510,959,69.51908274100785,28.477112459202175
270,2019-05-28 20:46:25,667,716,-62.278716479245816,159.8029281367356
271,2019-08-14 20:04:45,197,99,39.52691803817214,11.530264073531129
272,2019-03-04 05:40:52,99,988,-1.8273762798791608,-44.88277458105716
273,2019-03-19 17:01:44,740,1702,-34.628110339295695,4.333755539092266
274,2019-12-26 02:33:04,4,437,69.63183973879433,89.10337751156317
275,2019-05-04 21:25:10,593,781,8.648359813519804,-164.44768814439476
276,2019-01-18 12:37:35,456,1392,-55.89146493301937,-172.40525642927145
277,2019-05-13 18:50:04,989,213,-4.111367829889545,-97.49923684477456
278,2019-09-12 07:50:29,443,1945,67.73469546045817,74.31303907685586
279,2019-03-23 21:36:14,202,223,-20.54659103408099,-120.18035010936825
280,2019-06-28 16:01:25,958,783,79.43616283522198,52.85338095008689
281,2019-06-21 17:10:33,177,1863,-9.244969512715272,-146.79663767832267
282,2019-12-11 14:48:54,298,1615,48.41429655311936,28.903403939782322
283,2019-05-24 21:11:51,444,1835,16.27286799041191,-59.210443841576335
284,2019-03-18 19:20:25,877,858,79.06695995057245,-101.4367382670647
285,2019-02-28 00:21:26,726,1028,-11.411440327770308,45.68117015797441
286,2019-11-01 10:42:52,547,1380,61.07702529878776,175.14550645526037
287,2019-08-14 12:51:47,489,672,-16.70483166379087,-172.16795073552862
288,2019-08-25 17:33:33,110,360,57.22279964775743,79.11323631921812
289,2019-11-02 09:47:47,882,958,-14.829542851958166,-99.86512897335835
290,2019-09-24 02:38:13,350,450,-28.464149675615246,42.67229392646607
291,2019-04-01 15:42:25,438,1350,52.65215898709795,141.56199916084614
292,2019-07-30 00:38:47,660,383,-67.14192455061847,69.71615860875073
293,2019-01-16 04:07:34,708,1940,-55.99413771066503,-55.305053366028204
294,2019-11-19 10:46:01,899,822,75.77481715703041,138.75566754808608
295,2019-02-09 00:39:47,719,1086,38.78761545545859,177.55443675593074
296,2019-06-27 04:43:40,896,1616,-15.08707166516892,23.002580405225416
297,2019-11-03 01:47:55,179,729,-41.8035950481639,177.62609384878544
298,2019-01-16 08:40:38,921,270,-77.70959048005007,-31.114847614152552
299,2019-10-07 21:00:44,20,1879,-8.704638182456833,22.39421606969745
300,2019-08-05 06:13:26,963,385,-73.1159631404702,53.71399734451225
301,2019-12-21 06:30:31,506,1862,-62.7151058106037,-152.23626683711558
302,2019-01-26 07:51:17,911,1340,-35.84245624775254,-105.11115704807146
303,2019-05-30 04:05:24,621,718,-55.66290884750492,-45.17327216749183
304,2019-01-09 13:57:10,61,496,40.30520013440227,-106.35702436551861
305,2019-08-23 07:06:48,349,50,-42.36923614133764,176.3654031605031
306,2019-03-28 07:09:32,875,1946,0.9091097502940926,-21.607062994948848
307,2019-07-21 22:07:57,787,968,-55.847786600176114,40.002684435251865
308,2019-03-11 15:11:05,924,984,-21.856201739999605,90.9629733403886
309,2019-11-05 09:45:58,831,161,49.53489423339502,33.7088829682632
310,2019-08-24 05:50:46,557,293,-22.881641255626775,1.350858428993206
311,2019-05-15 18:24:28,998,69,62.20673674289327,-78.7592498408527
312,2019-01-01 23:08:07,744,1817,37.7534985373572,156.60089729765212
313,2019-02-13 02:07:16,147,989,-75.24297344076803,-88.79008056335718
314,2019-07-30 06:57:10,63,758,20.24292591146805,91.88206427811008
315,2019-10-08 10:57:54,531,274,16.929502103048534,-56.56186096235153
316,2019-07-08 06:16:41,602,1585,58.08461707631366,73.45439323852469
317,2019-12-02 17:09:14,600,1243,-33.09329457180504,-6.814159624050177
318,2019-10-06 18:14:47,997,173,42.671953145244856,47.314167886990674
319,2019-10-18 14:28:49,939,1775,78.17356160472394,173.10342120107134
320,2019-10-22 03:52:19,759,402,38.6701013294784,27.363978712529956
321,2019-04-05 00:01:46,899,747,-42.180630040471186,165.43392757260267
322,2019-05-30 11:30:58,318,134,39.06223494065887,-170.51942560339052
323,2019-09-19 13:26:24,639,871,74.5069952267051,-174.5472019345363
324,2019-09-19 07:36:08,322,919,21.207185953810836,131.9725921586383
325,2019-07-25 11:45:24,887,557,-52.06226571401693,55.632479451201476
326,2019-11-05 09:47:52,741,983,-51.8397499687955,97.07979088864073
327,2019-09-17 02:25:10,985,1440,49.761222563694446,176.8660662327158
328,2019-06-30 23:02:41,930,251,-31.502928529891832,70.90067697629883
329,2019-07-06 05:04:53,589,1031,44.84437405989448,12.63741815030562
330,2019-12-19 08:07:09,708,135,17.411007199456506,8.706793892427669
331,2019-09-30 06:09:41,913,321,-73.6131945754502,-89.17882248971623
332,2019-08-24 21:06:39,158,30,74.89330417173224,-107.7559167701207
333,2019-05-04 11:22:34,833,979,49.822717215567195,54.86040762833966
334,2019-12-18 19:34:01,165,1861,66.65236889385415,54.63228493383335
335,2019-07-02 12:47:32,233,1018,-60.713175903164014,67.39197603914934
336,2019-09-06 06:53:14,879,1436,-42.3629935430168,34.38153949355541
337,2019-01-10 18:04:41,115,1315,-6.093189768153707,-96.47144372980237
338,2019-12-12 00:41:36,788,1475,65.8599492543201,64.29441494030476
339,2019-02-01 17:03:30,625,1607,-19.558812339520045,78.73206711965986
340,2019-08-27 09:49:09,29,968,29.019799796362364,-25.3426596093596
341,2019-12-01 02:55:32,681,738,-54.612124973171355,-68.38299935388983
342,2019-04-30 07:55:23,908,1330,3.4492832649925163,-12.454789359852498
343,2019-09-30 22:49:50,787,1750,-69.75385035847057,-26.58648275315784
344,2019-12-29 16:14:00,300,964,-59.9115161221569,-76.25910301285879
345,2019-01-01 14:19:07,957,964,86.86062408978253,-53.55396808199089
346,2019-03-07 11:17:17,827,1784,-35.57840266141296,-113.8211604811165
347,2019-04-08 18:14:35,719,394,18.83442049185821,-98.70369040075714
348,2019-02-22 08:18:00,851,1241,-2.180318766481463,-111.42593326800782
349,2019-02-05 00:19:01,992,920,77.99010913332117,-160.6954202949896
350,2019-12-18 01:57:16,860,250,39.09500972771025,-74.3799435504352
351,2019-05-12 00:00:06,256,677,86.73185447590777,14.773354733773772
352,2019-11-14 01:08:48,344,989,37.77681998529833,141.6351327234351
353,2019-08-02 11:27:33,902,1145,30.39273237284067,6.8871194114404375
354,2019-05-19 11:57:55,791,76,61.09302946227865,122.68269850184208
355,2019-11-20 05:28:29,482,977,-0.34438537705148065,-170.16174490291453
356,2019-04-20 02:40:39,419,275,-14.286266959961836,-54.161561645948126
357,2019-06-05 22:37:56,532,668,-2.5218620550469097,96.14042947597233
358,2019-03-18 05:47:17,91,171,-28.496876002205525,15.360620664111707
359,2019-08-13 08:13:52,611,1541,-6.558069458244958,-139.99522097132646
360,2019-11-07 03:24:03,344,1790,-64.05976869841581,121.4393275999924
361,2019-09-05 08:44:01,794,2000,-32.471017294024946,14.353027757118781
362,2019-01-08 13:14:41,325,770,-62.916757360748576,148.38229792116834
363,2019-05-01 03:18:48,954,1741,-46.87767114185136,30.913521729697322
364,2019-02-09 08:21:14,203,127,-53.6487125291732,87.11666967220287
365,2019-03-30 12:43:49,852,923,-15.032831361682057,-18.023950360412044
366,2019-03-08 16:15:17,370,913,-50.9219977716297,-103.90785135148585
367,2019-10-17 03:22:14,956,333,-22.94647313344963,-97.30522189106782
368,2019-01-02 01:47:50,591,201,37.269494119823776,-141.29171042502566
369,2019-04-02 10:47:31,206,335,21.109691889201372,-68.99603524057882
370,2019-07-24 14:30:08,112,840,-15.159934650328836,-105.12775788720833
371,2019-11-03 01:51:04,107,858,-14.083739722493348,73.59409842994287
372,2019-01-17 02:52:51,937,602,-79.73137820464484,-93.02220390169079
373,2019-12-19 14:14:49,231,1491,26.62939691150106,-81.38962096590919
374,2019-12-15 04:45:07,315,1072,26.6600134554549,-42.91014169440979
375,2019-11-26 16:03:02,98,565,-36.116853638031856,-123.3513328004238
376,2019-07-04 23:27:53,778,1423,32.42193692531271,-22.266216157299255
377,2019-01-21 15:39:13,681,1780,76.07641069154695,-149.27123884104356
378,2019-12-04 07:03:03,818,1443,67.43030489498372,-9.53865729032222
379,2019-05-17 23:11:58,702,1623,-73.67489797295967,22.578739178493237
380,2019-01-26 07:58:58,408,1048,-71.90614007266808,119.979126530114
381,2019-03-09 17:11:59,7,612,33.936513108248946,-120.32126868361823
