id,user_id,topic_id,created_at
243,225,MMLP,10:09:46.000
244,545,DSLV,2:26:47.000
245,935,AMNB,6:01:57.000
246,982,NURO,2:17:20.000
247,302,IPCC,4:26:32.000
248,445,AAV,10:01:46.000
249,525,NADL,15:10:30.000
250,8,INN,15:13:33.000
251,553,INTG,12:29:18.000
252,866,DEPO,5:28:46.000
253,12,FIS,20:35:02.000
254,925,RARX,2:09:35.000
255,584,TBI,11:46:13.000
256,201,BIOC,13:28:05.000
257,783,EPR,5:29:43.000
258,236,TBI,4:36:55.000
259,752,VALE.P,21:13:12.000
260,127,TWNKW,15:36:09.000
261,699,ORLY,1:02:57.000
262,294,NYMTO,0:01:03.000
263,162,ATTO,12:48:27.000
264,260,RADA,7:29:34.000
265,172,UNP,1:35:02.000
266,838,FCPT,8:32:51.000
267,661,TBI,15:33:12.000
268,151,SIX,16:25:04.000
269,608,AOI,8:09:25.000
270,202,FEX,14:08:29.000
271,590,DGII,0:42:03.000
272,819,TI.A,6:12:31.000
273,750,GNMK,11:54:26.000
274,319,MYOK,6:45:29.000
275,825,TSEM,16:04:05.000
276,683,AJRD,4:35:36.000
277,111,TNDM,9:50:21.000
278,142,IPCC,16:17:45.000
279,319,TOUR,6:32:04.000
280,640,UCTT,1:11:57.000
281,403,HPP,7:48:52.000
282,177,CUK,21:43:48.000
283,644,NURO,16:29:33.000
284,380,VVI,19:26:20.000
285,483,CTU,0:15:33.000
286,783,VCEL,2:53:54.000
287,629,VIGI,12:49:56.000
288,612,NRCIA,2:53:28.000
289,340,FTD,20:56:45.000
290,569,CALM,23:25:56.000
291,742,PXI,22:35:26.000
292,278,PENN,20:46:13.000
293,352,RFIL,17:41:43.000
294,70,VNO^G,6:43:52.000
295,883,GOF,9:42:01.000
296,516,RAIL,6:13:18.000
297,173,AMH^F,16:58:39.000
298,219,GES,22:28:36.000
299,363,DSXN,8:01:04.000
300,862,RMAX,0:38:20.000
301,327,CLNS^D,22:58:17.000
302,840,TOUR,17:52:48.000
303,477,LCUT,2:21:40.000
304,740,ENDP,1:03:58.000
305,247,CAC,22:07:23.000
306,82,TSEM,13:26:32.000
307,190,RADA,19:52:51.000
308,988,SPWR,10:21:35.000
309,512,ALL^D,20:30:52.000
310,517,CYCC,2:44:00.000
311,6,TI.A,23:58:25.000
312,599,FBR,3:54:35.000
313,684,MEDP,18:28:26.000
314,677,ECL,5:09:59.000
315,339,SIG,11:15:17.000
316,369,CPAAW,11:57:22.000
317,213,NYMTO,10:45:10.000
318,361,AMMA,13:57:11.000
319,461,GWB,10:00:43.000
320,240,CMRE,5:45:43.000
321,653,PGTI,8:35:42.000
322,783,FCB,16:34:14.000
323,591,ECL,13:28:41.000
324,850,FRME,14:41:54.000
325,822,KEM,17:08:37.000
326,523,PSTB,13:46:58.000
327,6,RFIL,23:05:23.000
328,635,TLP,11:58:21.000
329,3,SHO,5:42:40.000
330,720,IOSP,19:35:23.000
331,755,EROS,22:57:52.000
332,390,NICE,16:08:35.000
333,472,KBWB,20:43:29.000
334,200,SAJA,2:54:30.000
335,542,EROS,1:43:52.000
336,773,TI.A,17:43:22.000
337,282,NEE^C,22:40:03.000
338,527,HPP,23:57:16.000
339,264,VFC,6:56:28.000
340,167,CAC,17:22:24.000
341,625,CDR,3:26:36.000
342,896,ZSAN,9:52:54.000
343,361,BOOT,0:34:59.000
344,365,JNCE,2:01:10.000
345,118,KSS,23:30:10.000
346,475,DYNT,2:23:20.000
347,45,RAIL,23:27:22.000
348,197,GPT^A,17:50:54.000
349,197,MBOT,20:42:06.000
350,824,MOMO,14:19:21.000
351,231,FTD,5:17:09.000
352,956,RADA,3:43:51.000
353,948,BXMX,16:45:25.000
354,798,CYCC,11:06:08.000
355,132,NUM,7:11:39.000
356,636,RRR,2:22:39.000
357,257,CNMD,7:16:42.000
358,421,NRCIA,21:35:47.000
359,169,JNCE,1:26:33.000
360,739,XOXO,7:17:26.000
361,699,EFSC,22:46:24.000
362,928,DHT,4:15:21.000
363,7,IAC,8:26:14.000
364,700,SRCLP,21:40:37.000
365,246,AXSM,16:04:20.000
366,36,SRCLP,16:35:47.000
367,136,TI.A,23:11:00.000
368,903,CMRE,17:36:34.000
369,439,LBTYK,0:49:33.000
370,822,EQC,19:13:03.000
371,271,LAZ,1:44:44.000
372,262,GHY,1:58:01.000
373,951,PENN,5:18:55.000
374,578,CLRB,18:40:53.000
375,178,KTF,12:06:30.000
376,624,FIV,3:38:18.000
377,897,VMI,0:58:42.000
378,892,CYTX,16:55:41.000
379,462,KBWB,12:39:54.000
380,169,VSTO,2:29:06.000
381,268,CFC^B,18:34:37.000
382,973,FEMS,5:06:37.000
383,213,BNJ,7:21:09.000
384,128,CHK^D,7:18:45.000
385,515,MLP,22:45:16.000
386,73,EPR,14:51:19.000
387,748,CFC^B,14:17:08.000
388,940,FIG,1:43:43.000
389,97,CLRB,5:59:45.000
390,893,TSEM,3:56:47.000
391,597,JCI,9:58:24.000
392,151,ALL^D,0:52:28.000
393,243,GWRS,2:15:50.000
394,323,SRET,23:09:35.000
395,131,GAB,11:33:58.000
396,776,ETW,11:26:42.000
397,813,SHLX,19:00:13.000
398,901,RMAX,4:16:13.000
399,791,NGHCZ,10:28:16.000
400,121,LCUT,3:12:35.000
401,881,BRSS,21:34:38.000
402,13,AMCN,2:49:01.000
403,463,AAV,7:37:07.000
404,211,PLYAW,0:27:18.000
405,155,HONE,3:40:57.000
406,664,GIS,21:59:45.000
407,654,DSLV,5:29:56.000
408,891,AKO.B,4:28:23.000
409,513,GM,21:28:39.000
410,58,MMLP,11:34:22.000
411,114,ICHR,6:50:24.000
412,14,OACQ,21:50:44.000
413,816,BKEP,8:06:41.000
414,446,MLP,17:50:59.000
415,629,ARRY,2:28:36.000
416,808,REN           ,22:57:29.000
417,744,UBSH,1:44:13.000
418,274,NEE^J,7:19:30.000
419,734,MOMO,21:49:18.000
420,784,MACQ,16:41:28.000
421,467,AKO.B,17:17:26.000
422,830,POWL,5:37:48.000
423,220,TLP,22:07:43.000
424,535,HTA,7:01:08.000
425,677,PFLT,7:09:19.000
426,471,ETFC,21:40:46.000
427,786,CYTX,8:34:47.000
428,698,CNX,10:09:54.000
429,234,OEC,16:24:47.000
430,406,NVG,8:09:27.000
431,554,MNST,13:22:35.000
432,56,TWNKW,7:26:34.000
433,95,MCC,0:07:21.000
434,860,UNP,0:13:40.000
435,465,AFSI^C,1:05:22.000
436,831,CMRE,5:37:54.000
437,638,TBI,1:28:58.000
438,60,PAVMW,17:15:48.000
439,385,AAV,21:23:34.000
440,607,AAV,8:46:47.000
441,69,RYI,14:04:35.000
442,434,PTSI,1:48:07.000
443,230,TOUR,2:03:57.000
444,112,HIIQ,2:55:02.000
445,422,ECA,5:33:58.000
446,148,AEM,23:49:54.000
447,383,CAI,19:04:29.000
448,180,SMED,18:48:36.000
449,26,WMGI,12:28:45.000
450,671,JPM^F,8:15:48.000
451,162,PGTI,9:04:45.000
452,182,BLL,20:28:02.000
453,290,NYMTO,10:30:14.000
454,802,topic_id,5:19:05.000
455,194,EFSC,16:21:55.000
456,527,MZOR,13:29:14.000
457,394,FBSS,12:40:38.000
458,737,FEMS,4:08:47.000
459,315,APA,4:43:57.000
460,739,HAE,19:46:37.000
461,227,GNMK,12:45:15.000
462,273,CTU,11:52:19.000
463,944,TI.A,21:29:55.000
464,373,GLYC,15:55:56.000
465,373,RCL,22:38:59.000
466,705,CALM,21:15:52.000
467,257,CMRE,20:16:26.000
468,4,RMAX,9:27:05.000
469,856,CLNS^D,6:25:27.000
470,628,CLNS^D,10:51:20.000
471,255,VCEL,15:25:41.000
472,617,VECO,18:46:54.000
473,287,HGT,23:53:44.000
474,104,DK,14:11:47.000
475,146,TDW,9:46:08.000
476,266,RRR,22:52:46.000
477,560,URBN,8:30:14.000
478,903,NOV,20:34:47.000
479,480,FSC,14:05:44.000
480,490,PHI,7:20:11.000
481,267,MDIV,9:25:44.000
482,504,RRR,21:47:16.000
483,942,RILYL,6:52:13.000
484,93,NCTY,6:38:29.000
485,863,ERII,6:33:48.000
486,202,SNGXW,17:52:01.000
487,301,OSBCP,13:44:52.000
488,427,DK,19:38:54.000
489,964,AOI,0:24:14.000
490,688,MX,16:37:20.000
491,775,VMI,13:05:16.000
492,619,REXX,6:01:45.000
493,951,ANIP,6:40:03.000
494,697,ITCI,9:14:03.000
495,995,MPVD,2:23:41.000
496,169,UBOH,0:27:50.000
497,391,LBTYK,20:34:55.000
498,57,ORLY,12:33:36.000
499,475,DGII,3:04:22.000
500,565,WAC,21:46:08.000
501,835,ASGN,1:06:43.000
502,549,C^P,0:27:10.000
503,516,CRNT,20:06:43.000
504,624,ATTO,3:02:32.000
505,691,PHI,5:15:58.000
506,499,DXJS,13:35:33.000
507,293,NURO,20:49:50.000
508,479,CNMD,5:08:37.000
509,627,GCO,19:37:46.000
510,952,SNLN,13:27:17.000
511,563,NUM,14:04:28.000
512,655,ZN,0:53:00.000
513,10,VEEV,1:55:57.000
514,15,WTFCM,17:45:57.000
515,172,CTV,1:44:57.000
516,588,EV,20:41:36.000
517,985,INSW,18:18:06.000
518,340,VALE.P,20:06:34.000
519,84,AKO.B,16:39:37.000
520,751,AOI,19:44:45.000
521,773,SCLN,16:46:57.000
522,846,NYLD.A,13:12:39.000
523,838,GLNG,1:28:05.000
524,718,ALR^B,16:11:13.000
525,631,RCL,19:48:31.000
526,697,JSM,8:52:52.000
527,195,EXAS,2:18:50.000
528,723,ABEO,17:12:56.000
529,312,SIG,4:59:15.000
530,176,URBN,22:14:19.000
531,613,ANIP,13:14:53.000
532,570,FCB,16:51:28.000
533,518,JNCE,20:12:14.000
534,523,ORG,0:14:17.000
535,492,AUY,4:00:18.000
536,61,BCE,5:46:46.000
537,146,DXLG,7:36:46.000
538,315,AUY,0:56:04.000
539,712,NCTY,10:34:48.000
540,39,THW,14:15:42.000
541,325,BAS,6:27:39.000
542,270,VTVT,17:13:40.000
543,558,NTC,7:29:26.000
544,385,OSBCP,10:00:23.000
545,652,BR,5:56:44.000
546,458,INGR,3:55:18.000
547,110,GWB,0:01:18.000
548,160,CHRW,15:34:49.000
549,425,XENE,22:17:50.000
550,561,CYCCP,20:06:14.000
551,895,KED,21:43:42.000
552,487,ENDP,2:36:10.000
553,498,FCPT,16:53:23.000
554,426,KBWP,5:08:20.000
555,705,FORD,18:59:38.000
556,884,PCN,4:49:13.000
557,438,WSTG,6:14:39.000
558,386,INGR,4:28:33.000
559,278,WSTG,9:07:11.000
560,626,VTVT,1:42:23.000
561,24,DGII,10:12:14.000
562,91,PERI,0:20:33.000
563,705,UTI,14:10:27.000
564,984,WLB,15:06:38.000
565,442,WAT,4:00:12.000
566,726,EFSC,13:52:20.000
567,929,KEM,21:41:51.000
568,398,RADA,8:53:45.000
569,13,NGHCZ,11:19:06.000
570,995,VEDL,21:45:12.000
571,312,FORD,0:23:39.000
572,938,IAC,6:44:09.000
573,216,DEA,8:18:05.000
574,36,MLP,7:21:32.000
575,283,BUFF,20:24:00.000
576,141,CYTX,15:16:00.000
577,374,WAT,11:18:30.000
578,891,AMAG,15:04:08.000
579,886,TWI,17:50:45.000
580,416,THG,14:48:05.000
581,377,EQC,7:40:18.000
582,168,CSQ,16:12:52.000
583,669,REXX,5:07:07.000
584,1000,STAF,14:52:12.000
585,404,KT,17:06:47.000
586,119,IPHI,5:24:48.000
587,515,STAF,22:12:23.000
588,666,CMCO,17:16:34.000
589,783,CAI,23:12:54.000
590,531,FNJN,12:12:24.000
591,913,TWNKW,13:40:48.000
592,646,WMGI,7:43:17.000
593,231,CYCCP,21:16:13.000
594,459,ENIC,23:38:04.000
595,556,MSLI,12:22:40.000
596,677,JMF,2:27:51.000
597,475,OSBCP,8:40:35.000
598,287,FORM,2:36:04.000
599,467,BAC^D,15:16:39.000
600,614,NCTY,11:14:23.000
601,252,NURO,19:23:36.000
602,100,EV,7:32:34.000
603,514,PMD,10:21:26.000
604,241,PETS,1:47:40.000
605,773,BNJ,21:45:31.000
606,640,IDSA,19:09:51.000
607,384,AOI,1:53:07.000
608,873,ETW,20:46:29.000
609,81,GHY,6:11:47.000
610,720,ZSAN,16:50:07.000
611,586,GNMK,15:15:54.000
612,544,VCEL,6:24:11.000
613,70,MX,12:23:44.000
614,325,AMMA,3:32:49.000
615,378,VECO,4:11:32.000
616,718,GCO,11:03:29.000
617,685,SRF,9:22:01.000
618,929,STI.WS.A,17:51:43.000
619,454,GLYC,11:54:50.000
620,284,CWAY,1:37:43.000
621,483,FJP,2:29:23.000
622,561,RST,4:10:45.000
623,34,CAMP,3:26:58.000
624,782,LORL,6:23:43.000
625,618,PPL,19:29:53.000
626,177,PERI,10:17:56.000
627,478,VECO,18:47:54.000
628,999,GATX,14:37:34.000
629,728,GFA,14:02:38.000
630,503,GHY,2:23:13.000
631,564,AFW.CL,7:21:55.000
632,318,HAE,13:56:53.000
633,588,EMCG,4:23:45.000
634,771,XOXO,3:40:09.000
635,612,EWBC,15:12:54.000
636,916,JPM^E,19:46:30.000
637,88,FRME,1:21:47.000
638,971,TISI,13:13:53.000
639,40,CTV,2:44:37.000
640,190,HAE,6:44:36.000
641,574,BOOT,19:38:26.000
642,891,DEA,10:14:01.000
643,759,CRNT,23:00:10.000
644,826,CNMD,17:33:40.000
645,712,LBTYK,19:56:35.000
646,885,CHK^D,11:50:49.000
647,935,SCHW^B,13:00:53.000
648,63,EMIF,0:13:03.000
649,331,STAF,17:41:55.000
650,839,MCS,21:38:03.000
651,798,INTC,15:39:56.000
652,513,CLAC,17:01:00.000
653,896,SCHW^B,4:45:56.000
654,210,USB^M,22:18:11.000
655,85,KBWP,13:21:38.000
656,1,BRSS,14:52:23.000
657,800,DXJS,0:03:09.000
658,511,UBSH,7:18:22.000
659,982,GFA,16:17:36.000
660,606,AMNB,4:33:42.000
661,914,DYNT,0:05:17.000
662,638,MSDI,13:51:25.000
663,862,CHK^D,20:37:45.000
664,520,AFSI^C,9:17:46.000
665,768,STAF,9:46:47.000
666,472,GHY,7:51:14.000
667,601,URBN,11:31:42.000
668,353,MCC,9:36:47.000
669,540,GG,10:00:14.000
670,613,GMS,16:58:42.000
671,172,FBR,16:56:22.000
672,718,ABR^A,16:13:59.000
673,870,AIRG,5:38:56.000
674,854,UTL,9:27:30.000
675,337,VMI,23:55:00.000
676,66,BAC^D,19:50:53.000
677,748,STI.WS.A,16:33:55.000
678,501,AEM,4:38:53.000
679,417,MDIV,9:50:16.000
680,136,GM,21:57:39.000
681,782,INFO,2:43:42.000
682,87,NADL,23:54:31.000
683,627,GPT^A,21:41:41.000
684,75,O,13:50:32.000
685,850,RILYL,17:35:13.000
686,813,RYI,4:58:14.000
687,384,SHI,14:08:03.000
688,250,PAVMW,11:11:47.000
689,690,LMAT,9:15:23.000
690,425,NOV,0:14:59.000
691,506,BLD,13:58:09.000
692,852,IMKTA,2:32:57.000
693,224,EQGP,10:52:13.000
694,215,HONE,8:19:49.000
695,380,NHI,18:08:26.000
696,394,NICE,4:21:40.000
697,622,TSC,3:21:09.000
698,872,BAC^D,12:47:20.000
699,501,AMAG,16:47:01.000
700,108,INTC,13:47:27.000
701,597,SIG,18:43:54.000
702,466,AKO.B,22:15:32.000
703,327,HEP,1:08:15.000
704,227,VIIX,9:56:56.000
705,568,HNNA,14:55:56.000
706,826,BAC^D,4:54:04.000
707,150,AMAG,10:24:07.000
708,669,CNX,16:00:03.000
709,503,PETS,17:15:53.000
710,694,FJP,13:01:15.000
711,485,CYCCP,2:49:28.000
712,28,KBWP,12:31:12.000
713,612,EWBC,21:14:22.000
714,242,ESPR,13:36:23.000
715,877,VMW,10:29:20.000
716,807,BABA,17:21:26.000
717,101,BAC^I,23:28:41.000
718,921,LORL,11:46:01.000
719,716,SBR,20:07:02.000
720,180,NGHCZ,6:27:31.000
721,293,IDE,13:01:48.000
722,908,HAE,22:25:33.000
723,592,CAI,10:01:32.000
724,727,JPM^F,2:27:43.000
725,766,TLP,6:00:23.000
726,731,RES,17:25:30.000
727,640,TBI,18:20:23.000
728,441,CYCCP,1:25:37.000
729,694,C^P,1:29:38.000
730,213,ADC,5:53:30.000
731,822,KBWY,13:43:37.000
732,317,GG,3:43:44.000
733,996,MOMO,22:17:30.000
734,632,AFW.CL,5:52:41.000
735,890,FEMS,7:13:14.000
736,655,RARX,18:26:36.000
737,724,BWLD,15:23:17.000
738,347,WSBC,13:25:35.000
739,520,BRSS,15:49:20.000
740,62,MNST,17:26:46.000
741,583,BIOC,18:13:40.000
742,29,EROS,22:43:53.000
743,780,TOUR,4:57:12.000
744,703,NOVN,17:40:03.000
745,786,SCLN,18:29:11.000
746,181,GNMK,9:20:13.000
747,456,CFC^B,7:02:38.000
748,893,DDD,18:21:02.000
749,27,INSW,3:27:15.000
750,375,BIP,5:27:29.000
751,588,EPR^C,18:06:24.000
752,41,BV,20:49:11.000
753,988,GWRS,19:27:41.000
754,734,DQ,22:56:44.000
755,542,PSC,16:53:01.000
756,891,EXAS,6:41:01.000
757,959,MOMO,20:21:34.000
758,138,IDE,2:22:44.000
759,990,FJP,5:08:51.000
760,96,CAMP,17:25:39.000
761,457,FSC,1:07:57.000
762,944,VNO^G,8:48:53.000
763,628,I,23:44:53.000
764,301,DFS,15:56:11.000
765,909,MUC,3:01:40.000
766,57,DHT,22:40:31.000
767,249,MYC,22:42:10.000
768,619,NQ,1:09:56.000
769,748,WABC,13:58:33.000
770,157,ELVT,0:58:44.000
771,255,AFSI^C,2:32:06.000
772,362,FCPT,22:38:56.000
773,782,UZA,10:33:40.000
774,185,DDD,2:40:02.000
775,176,PGTI,23:24:05.000
776,551,PSCD,22:48:21.000
777,581,CNXC,16:32:58.000
778,141,CR,3:11:34.000
779,594,PSTB,10:49:34.000
780,962,KMX,16:13:57.000
781,947,XRM,8:00:40.000
782,805,CCP,22:17:52.000
783,904,VONV,3:39:23.000
784,830,AKO.B,15:18:28.000
785,8,CGO,6:29:59.000
786,928,DEA,0:20:42.000
787,834,VMW,6:39:50.000
788,497,JNCE,23:39:36.000
789,602,LADR,4:38:17.000
790,886,ORG,8:22:17.000
791,611,FIV,9:55:00.000
792,915,TNDM,1:56:42.000
793,134,SHLX,19:38:21.000
794,725,SILC,8:48:04.000
795,106,CNX,13:09:09.000
796,438,ORLY,14:24:14.000
797,166,PENN,6:26:34.000
798,206,NADL,1:54:09.000
799,719,IDSY,13:05:57.000
800,687,GG,7:34:05.000
801,985,TTEC,6:39:55.000
802,859,COWN,10:52:53.000
803,530,TBI,19:03:43.000
804,780,INTC,12:39:55.000
805,466,GATX,4:31:17.000
806,671,DQ,13:32:20.000
807,484,SCHW^B,19:03:21.000
808,302,VFC,4:38:24.000
809,965,CNXC,7:30:10.000
810,424,XENE,21:19:02.000
811,702,RCL,5:50:41.000
812,347,FJP,11:50:06.000
813,358,SRET,5:06:37.000
814,543,MOMO,0:18:31.000
815,66,VSDA,19:13:06.000
816,645,KTF,13:28:42.000
817,334,KT,1:36:04.000
818,500,WLB,2:09:36.000
819,860,LTXB,18:54:34.000
820,811,GHY,22:15:01.000
821,919,CPAH,13:07:57.000
822,848,BAS,2:58:37.000
823,39,GENE,8:22:57.000
824,220,VMW,18:47:38.000
825,871,COE,8:16:55.000
826,16,HEAR,12:09:18.000
827,757,DHT,0:27:50.000
828,287,WIA,2:57:58.000
829,32,FRME,0:51:35.000
830,249,IAC,18:30:02.000
831,950,BKEP,7:26:22.000
832,535,JNCE,16:28:55.000
833,291,HPP,3:45:35.000
834,267,PGTI,5:26:04.000
835,696,TOUR,19:02:40.000
836,575,VIGI,22:00:13.000
837,39,VECO,16:37:24.000
838,702,EQC,2:11:37.000
839,921,MMLP,1:49:04.000
840,862,SYY,9:48:28.000
